Image_path,Condition,Amount
img_4535476.jpg,1,4089.02
img_4537937.jpg,1,4408.1
img_7765275.jpg,1,4586.18
img_4636672.jpg,1,4151.85
img_4634770.jpg,1,3762.82
img_4535770.jpg,1,4633.77
img_4636393.jpg,1,4070.57
img_4517302.jpg,1,4138.03
img_4518497.jpg,1,4399.23
img_4537656.jpg,1,4621.81
img_4538137.jpg,1,3936.85
img_7765918.jpg,1,4097.11
img_4515125.jpg,1,4298.63
img_4638108.jpg,1,4328.24
img_4637497.jpg,1,4772.56
img_4518403.jpg,1,4288.69
img_7768298.jpg,1,4477.34
img_7764789.jpg,1,4461.58
img_4518968.jpg,1,3931.96
img_4517953.jpg,1,4538.15
img_4515887.jpg,1,4179.78
img_4517789.jpg,1,4535.96
img_4634659.jpg,1,4676.52
img_7767108.jpg,1,4463.29
img_4635077.jpg,1,4259.39
img_4637144.jpg,1,4142.43
img_4531957.jpg,0,0.0
img_4514616.jpg,1,4127.72
img_4637851.jpg,1,4573.3
img_4515960.jpg,1,4348.0
img_7766617.jpg,1,4545.59
img_7765146.jpg,1,4348.12
img_7765490.jpg,1,4657.64
img_4537273.jpg,1,4214.6
img_4636031.jpg,1,4506.19
img_4536935.jpg,1,4626.61
img_4536191.jpg,1,4046.42
img_4516965.jpg,1,4444.39
img_4538064.jpg,1,5125.41
img_7761017.jpg,0,0.0
img_4534790.jpg,1,3814.86
img_4631277.jpg,0,0.0
img_4518922.jpg,1,4594.13
img_7768553.jpg,1,5186.98
img_4535461.jpg,1,4702.61
img_4534909.jpg,1,4987.79
img_4638582.jpg,1,4512.34
img_4535023.jpg,1,4300.41
img_4634896.jpg,1,4051.14
img_4514575.jpg,1,4558.13
img_4531081.jpg,0,0.0
img_4515321.jpg,1,3985.81
img_4637606.jpg,1,4814.5
img_4516267.jpg,1,4377.56
img_7768671.jpg,1,4459.46
img_4536115.jpg,1,4336.93
img_4634923.jpg,1,4510.81
img_4538597.jpg,1,4879.78
img_4538775.jpg,1,4736.56
img_4515055.jpg,1,4445.93
img_4516574.jpg,1,4637.47
img_4638919.jpg,1,4088.29
img_4537816.jpg,1,3789.01
img_4516049.jpg,1,4361.59
img_4534774.jpg,1,4434.39
img_4636914.jpg,1,4630.21
img_4516908.jpg,1,4498.09
img_4634562.jpg,1,4659.19
img_4516656.jpg,1,4387.42
img_4518287.jpg,1,3599.23
img_4534805.jpg,1,4864.66
img_4637823.jpg,1,4539.26
img_4538038.jpg,1,4376.1
img_4536436.jpg,1,3871.93
img_7768096.jpg,1,4537.51
img_7764950.jpg,1,4212.31
img_4637467.jpg,1,4614.1
img_7766790.jpg,1,4134.37
img_4537593.jpg,1,4344.01
img_7768080.jpg,1,4532.12
img_7766773.jpg,1,4608.35
img_4537224.jpg,1,3960.88
img_4537618.jpg,1,4263.43
img_4636093.jpg,1,4336.48
img_4538077.jpg,1,4356.4
img_4538061.jpg,1,4333.48
img_7768193.jpg,1,3989.78
img_4537800.jpg,1,4154.06
img_4636927.jpg,1,4475.32
img_7765660.jpg,1,4280.13
img_7766815.jpg,1,4843.91
img_4637870.jpg,1,4088.43
img_7764924.jpg,1,4152.1
img_4517848.jpg,1,4421.31
img_4514978.jpg,0,0.0
img_4517462.jpg,1,4407.96
img_4516233.jpg,1,4592.21
img_4634996.jpg,1,4593.7
img_4636148.jpg,1,3798.94
img_4518913.jpg,1,3849.24
img_4517235.jpg,1,4069.31
img_4513036.jpg,0,0.0
img_4518134.jpg,1,4521.97
img_4536732.jpg,1,4476.6
img_4518675.jpg,1,4001.98
img_4638679.jpg,1,4070.85
img_7764808.jpg,1,4631.04
img_4535417.jpg,1,4444.03
img_7767907.jpg,1,4470.43
img_7768273.jpg,1,4497.54
img_4518148.jpg,1,4310.29
img_7768444.jpg,1,4215.69
img_7768744.jpg,1,3442.22
img_4514756.jpg,1,4788.72
img_7766185.jpg,1,3970.22
img_4536651.jpg,1,4238.14
img_4536042.jpg,1,5502.62
img_4638220.jpg,1,4589.22
img_4636475.jpg,1,6034.73
img_4638928.jpg,1,4476.95
img_4635874.jpg,1,4382.9
img_7767469.jpg,1,4186.32
img_4516561.jpg,1,4540.81
img_4631979.jpg,0,0.0
img_4637733.jpg,1,4347.81
img_4537966.jpg,1,4098.35
img_4637059.jpg,1,4168.14
img_4514766.jpg,1,3838.72
img_4537879.jpg,1,4559.24
img_4538964.jpg,1,3854.03
img_776833.jpg,0,0.0
img_4518702.jpg,1,4334.88
img_4636467.jpg,1,4436.74
img_7764155.jpg,0,0.0
img_4518462.jpg,1,4438.28
img_4518646.jpg,1,4422.43
img_4634541.jpg,1,4002.21
img_7761100.jpg,0,0.0
img_4637295.jpg,1,4190.7
img_7765590.jpg,1,4367.18
img_4535948.jpg,1,4257.76
img_4518833.jpg,1,4609.38
img_4517832.jpg,1,4496.05
img_4635872.jpg,1,4236.49
img_4638649.jpg,1,4566.64
img_4537419.jpg,1,4440.9
img_4534540.jpg,1,4089.3
img_4636265.jpg,1,4787.7
img_4635499.jpg,1,4271.19
img_4637225.jpg,1,3913.85
img_7768426.jpg,1,4601.4
img_4638977.jpg,1,4480.27
img_4515597.jpg,1,4316.03
img_4537572.jpg,1,3987.78
img_4534963.jpg,1,4297.57
img_4537726.jpg,1,4512.86
img_453909.jpg,0,0.0
img_4515648.jpg,1,4240.68
img_4515658.jpg,1,4547.94
img_4513365.jpg,0,0.0
img_4634795.jpg,1,5281.06
img_4636517.jpg,1,3969.49
img_4538999.jpg,1,4136.06
img_7766765.jpg,1,4371.84
img_4538788.jpg,1,4517.29
img_4536940.jpg,1,4363.86
img_4638173.jpg,1,4130.91
img_7767553.jpg,1,4377.38
img_7764573.jpg,1,4529.55
img_4534773.jpg,1,4680.19
img_7767825.jpg,1,4317.29
img_4518704.jpg,1,4052.72
img_4537760.jpg,1,4757.18
img_4515453.jpg,1,4462.44
img_4516771.jpg,1,4584.05
img_4537582.jpg,1,4504.81
img_4515309.jpg,1,4609.13
img_4636211.jpg,1,4562.53
img_7766760.jpg,1,4460.16
img_4517485.jpg,1,4719.89
img_4513546.jpg,0,0.0
img_4638650.jpg,1,4684.02
img_4534552.jpg,1,4006.53
img_7767043.jpg,1,4132.53
img_4534450.jpg,0,0.0
img_4637435.jpg,1,4470.28
img_7765927.jpg,1,4401.92
img_4535767.jpg,1,4488.18
img_4517525.jpg,1,4412.95
img_4638840.jpg,1,4254.57
img_4518844.jpg,0,0.0
img_7766855.jpg,1,4429.64
img_4515956.jpg,1,4156.93
img_7767293.jpg,1,4207.14
img_4536434.jpg,1,4814.65
img_7766629.jpg,1,4268.1
img_4632896.jpg,0,0.0
img_7765022.jpg,1,4527.06
img_4636931.jpg,1,4005.95
img_4517181.jpg,1,4342.67
img_4536254.jpg,1,4554.29
img_4635375.jpg,1,4595.69
img_4634711.jpg,1,3914.39
img_4634687.jpg,1,4700.26
img_4518855.jpg,1,4571.09
img_4531034.jpg,0,0.0
img_7766344.jpg,1,4078.02
img_4536861.jpg,1,4381.37
img_7768980.jpg,1,4297.29
img_4517724.jpg,1,5150.63
img_4515804.jpg,1,5025.79
img_4516591.jpg,1,4444.89
img_7767866.jpg,1,5108.46
img_4538423.jpg,1,4152.5
img_7767549.jpg,1,4526.28
img_4516460.jpg,1,4459.73
img_4635749.jpg,1,4350.17
img_7764705.jpg,1,4565.4
img_4536283.jpg,1,4517.33
img_4515991.jpg,1,4031.15
img_4515344.jpg,1,4203.59
img_4517942.jpg,1,4369.51
img_4635249.jpg,1,4215.34
img_4635046.jpg,1,5708.8
img_4515624.jpg,1,3802.05
img_4515072.jpg,1,4351.06
img_4637585.jpg,1,4674.09
img_7765019.jpg,1,4603.26
img_4537793.jpg,1,4370.27
img_4634746.jpg,1,4589.34
img_4516423.jpg,1,4273.17
img_7768156.jpg,1,5659.07
img_4637439.jpg,1,4941.99
img_4537893.jpg,1,4060.91
img_4635613.jpg,1,4043.85
img_7764637.jpg,1,4514.88
img_4535208.jpg,1,4617.8
img_7764876.jpg,1,4664.17
img_7765827.jpg,1,5704.08
img_4537935.jpg,1,4599.06
img_4637988.jpg,1,4627.04
img_4635662.jpg,1,4558.25
img_7767696.jpg,1,4526.05
img_4634650.jpg,1,4694.02
img_4638828.jpg,1,3961.47
img_4514542.jpg,1,4459.89
img_4515480.jpg,1,4440.81
img_4516550.jpg,1,4594.12
img_4534851.jpg,1,4450.85
img_4518138.jpg,1,3726.44
img_4637754.jpg,1,5028.2
img_7767967.jpg,1,4305.99
img_4517653.jpg,1,4409.45
img_4535045.jpg,1,4520.63
img_4537172.jpg,1,4413.85
img_4517876.jpg,1,4262.73
img_7764949.jpg,1,4577.86
img_4538756.jpg,1,4423.04
img_4638548.jpg,1,4219.6
img_4638926.jpg,1,4781.11
img_463980.jpg,0,0.0
img_4537799.jpg,1,4772.37
img_4518783.jpg,1,4354.45
img_4635110.jpg,1,4407.37
img_4531410.jpg,0,0.0
img_4514968.jpg,1,4532.95
img_7767917.jpg,1,4514.24
img_4637223.jpg,1,4069.33
img_4535639.jpg,1,6085.67
img_4538792.jpg,1,4411.3
img_4516295.jpg,1,4297.51
img_4537410.jpg,1,4578.54
img_7767718.jpg,1,4203.95
img_7767577.jpg,1,3956.25
img_4637236.jpg,1,4762.31
img_776870.jpg,0,0.0
img_4635644.jpg,1,4643.59
img_4635704.jpg,1,4361.94
img_7765052.jpg,1,3918.3
img_4536560.jpg,0,0.0
img_4538263.jpg,1,3875.24
img_4635526.jpg,1,4728.53
img_4515452.jpg,1,4084.7
img_4536201.jpg,1,4572.69
img_4515747.jpg,1,4139.16
img_7765323.jpg,1,4030.96
img_4535473.jpg,1,4431.71
img_4536922.jpg,1,4445.11
img_4534994.jpg,1,4296.29
img_7768021.jpg,1,3795.5
img_4515266.jpg,1,4682.28
img_4515192.jpg,1,3925.21
img_4517777.jpg,1,4530.61
img_7765122.jpg,1,4539.08
img_4534730.jpg,1,4549.94
img_4536440.jpg,1,4509.05
img_4636498.jpg,1,4564.4
img_7768031.jpg,1,4608.51
img_4636755.jpg,1,4435.06
img_4517648.jpg,1,4549.28
img_4634701.jpg,1,4669.32
img_4634937.jpg,1,4248.09
img_4635760.jpg,1,4344.48
img_4516471.jpg,1,3935.72
img_4638737.jpg,1,4370.28
img_7765900.jpg,1,4306.92
img_4517258.jpg,1,4120.16
img_4535928.jpg,1,4308.6
img_4637734.jpg,1,3766.5
img_4638427.jpg,1,4930.25
img_4535332.jpg,1,5246.99
img_7766234.jpg,1,4285.3
img_4518419.jpg,1,4357.87
img_4635439.jpg,1,4413.23
img_4517587.jpg,1,4175.07
img_4638495.jpg,1,4985.06
img_4638893.jpg,1,4174.68
img_7766682.jpg,1,4631.99
img_4518885.jpg,1,4290.12
img_4515510.jpg,1,4751.67
img_4637082.jpg,1,4126.21
img_4534691.jpg,1,4252.55
img_4537997.jpg,1,4279.26
img_4637169.jpg,1,4227.69
img_4638979.jpg,1,4403.61
img_4537550.jpg,1,4635.34
img_4635514.jpg,1,4303.09
img_4536971.jpg,1,4196.97
img_4516576.jpg,1,4444.12
img_7766175.jpg,1,4235.33
img_7767709.jpg,1,4364.47
img_4514597.jpg,1,6000.09
img_4517615.jpg,1,4704.37
img_4538197.jpg,1,4495.57
img_4634976.jpg,1,4779.24
img_4511084.jpg,0,0.0
img_7765026.jpg,1,5040.17
img_4535539.jpg,1,4585.93
img_4518393.jpg,0,0.0
img_7766376.jpg,1,4417.28
img_4517285.jpg,1,4493.03
img_4514729.jpg,1,4772.59
img_4514895.jpg,1,4368.93
img_4518899.jpg,0,0.0
img_7767362.jpg,1,4669.36
img_7766368.jpg,1,4405.09
img_4536504.jpg,1,3700.15
img_4514631.jpg,1,3896.95
img_4634760.jpg,1,4861.94
img_7765608.jpg,1,4282.72
img_4516069.jpg,1,4830.26
img_4537325.jpg,1,3891.67
img_7765151.jpg,1,4812.36
img_4538880.jpg,1,3887.01
img_4638785.jpg,1,4673.06
img_4636193.jpg,1,4252.88
img_4516144.jpg,1,4218.43
img_4517748.jpg,1,4619.62
img_7766942.jpg,1,4538.25
img_4636322.jpg,1,4502.99
img_7765201.jpg,1,4897.19
img_4517576.jpg,1,4621.8
img_4537252.jpg,1,4513.23
img_4534953.jpg,1,4230.31
img_4515917.jpg,1,3814.4
img_7764618.jpg,1,3922.87
img_4518998.jpg,0,0.0
img_4535810.jpg,1,4441.75
img_4635111.jpg,1,4371.26
img_4518087.jpg,1,4106.93
img_4515961.jpg,1,4640.02
img_46356.jpg,0,0.0
img_7766529.jpg,1,4163.56
img_4635783.jpg,1,4053.46
img_7768124.jpg,1,4524.88
img_4632756.jpg,0,0.0
img_7765423.jpg,1,3961.33
img_7765136.jpg,1,4439.62
img_4636323.jpg,1,5001.46
img_7768240.jpg,1,5105.82
img_4515912.jpg,1,4572.52
img_4518314.jpg,1,4369.81
img_4536357.jpg,1,3972.45
img_4537165.jpg,1,4430.07
img_4535187.jpg,1,4331.2
img_7766840.jpg,1,4369.29
img_4514536.jpg,1,4073.93
img_4516223.jpg,1,4177.28
img_4638685.jpg,0,0.0
img_7765828.jpg,1,4334.4
img_4538249.jpg,1,4872.74
img_4516086.jpg,1,4611.12
img_4636900.jpg,1,4248.84
img_4634997.jpg,1,4345.07
img_4518730.jpg,1,4454.53
img_7766817.jpg,1,4393.83
img_4517033.jpg,1,4622.64
img_4637908.jpg,1,4566.39
img_4635067.jpg,1,4451.57
img_4637348.jpg,1,4579.73
img_4537381.jpg,1,4395.03
img_4518272.jpg,1,4287.42
img_4637829.jpg,1,3873.19
img_4636345.jpg,1,4593.26
img_7765847.jpg,1,4268.46
img_7765725.jpg,1,4340.65
img_463339.jpg,0,0.0
img_7764853.jpg,1,4392.72
img_4534617.jpg,1,4519.51
img_4534818.jpg,1,3949.26
img_7762330.jpg,0,0.0
img_4536592.jpg,1,4532.68
img_4515886.jpg,1,4167.14
img_4636410.jpg,1,4351.59
img_4538569.jpg,1,4483.88
img_7767085.jpg,1,4314.11
img_4535630.jpg,1,4014.92
img_4537730.jpg,1,4120.62
img_4637621.jpg,1,3859.48
img_4517819.jpg,1,4265.87
img_4536633.jpg,1,4159.19
img_7767022.jpg,1,4530.71
img_4538822.jpg,1,3975.69
img_4538654.jpg,1,4340.22
img_7764741.jpg,1,5025.56
img_4514813.jpg,1,4653.9
img_4536061.jpg,1,4497.23
img_4535346.jpg,1,4512.16
img_4635252.jpg,1,4156.37
img_7766518.jpg,1,4382.07
img_4535713.jpg,1,4481.92
img_4511787.jpg,0,0.0
img_4517592.jpg,1,4618.42
img_4635378.jpg,1,4786.53
