ID,Won_Championship
3941,0
3942,0
3945,0
3946,0
3951,0
3953,0
3955,0
3959,0
3960,0
3961,0
3962,0
3964,0
3969,0
3970,0
3971,0
3972,0
3973,0
3977,0
3978,0
3981,0
3985,0
3988,0
3989,0
3992,0
3997,0
3998,0
4002,0
4023,0
4025,0
4026,0
4027,0
4033,0
4036,0
4038,0
4040,0
4044,0
4046,0
4048,0
4049,0
4051,0
4052,0
4054,0
4055,0
4057,0
4059,0
4060,0
4062,0
4067,0
4075,0
4077,0
4085,0
4088,0
4092,0
4094,0
4095,0
4100,0
4101,0
4104,0
4105,0
4106,0
4107,0
4109,0
4110,0
4116,0
4117,0
4119,0
4122,0
4124,0
4126,0
4132,0
4134,0
4135,0
4136,0
4138,0
4139,0
4140,0
4141,0
4145,0
4147,0
4151,0
4154,0
4161,0
4162,0
4163,0
4174,0
4177,0
4178,0
4180,0
4183,0
4189,0
4190,0
4192,0
4195,0
4198,0
4200,0
4201,0
4204,0
4206,0
4207,0
4215,0
4221,0
4222,0
4224,0
4233,0
4235,0
4238,0
4239,0
4241,0
4245,0
4251,0
4252,0
4253,0
4254,0
4257,0
4258,0
4259,0
4260,0
4270,0
4272,0
4276,0
4277,0
4278,0
4279,0
4281,0
4282,0
4286,0
4287,0
4289,0
4291,0
4306,0
4308,0
4309,0
4310,0
4317,0
4319,0
4320,0
4324,0
4329,0
4335,0
4336,0
4338,0
4346,0
4351,0
4355,0
4358,0
4361,0
4362,0
4373,0
4379,0
4381,0
4382,0
4386,0
4389,0
4390,0
4392,0
4394,0
4395,0
4397,0
4400,0
4402,0
4403,0
4407,0
4409,0
4411,0
4420,0
4423,0
4426,0
4427,0
4432,0
4434,0
4435,0
4436,0
4440,0
4441,0
4444,0
4447,0
4452,0
4457,0
4461,0
4464,0
4465,0
4467,0
4468,0
4472,0
4473,0
4477,0
4481,0
4485,0
4486,0
4489,0
4492,0
4497,0
4501,0
4505,0
4507,0
4509,0
4510,0
4515,0
4516,0
4519,0
4521,0
4523,0
4529,0
4530,0
4531,0
4532,0
4537,0
4540,0
4543,0
4544,0
4547,0
4548,0
4549,0
4551,0
4554,0
4556,0
4558,0
4559,0
4566,0
4567,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4579,0
4582,0
4584,0
4587,0
4593,0
4596,0
4598,0
4603,0
4605,0
4606,0
4608,0
4612,0
4624,0
4625,0
4628,0
4632,0
4634,0
4636,0
4638,0
4640,0
4642,0
4644,0
4647,0
4650,0
4651,0
4652,0
4655,0
4656,0
4657,0
4658,0
4659,0
4661,0
4662,0
4672,0
4674,0
4677,0
4678,0
4680,0
4682,0
4683,0
4686,0
4687,0
4690,0
4695,0
4699,0
4704,0
4708,0
4711,0
4712,0
4714,0
4715,0
4720,0
4722,0
4725,0
4726,0
4729,0
4730,0
4731,0
4732,0
4734,0
4738,0
4744,0
4747,0
4748,0
4749,0
4750,0
4754,0
4755,0
4758,0
4761,0
4762,0
4765,0
4766,0
4768,0
4770,0
4776,0
4778,0
4781,0
4790,0
4792,0
4797,0
4798,0
4799,0
4805,0
4806,0
4808,0
4809,0
4810,0
4814,0
4816,0
4818,0
4820,0
4827,0
4830,0
4835,0
4838,0
4840,0
4845,0
4847,0
4848,0
4861,0
4865,0
4867,0
4872,0
4875,0
4882,0
4884,0
4885,0
4891,0
4898,0
4899,0
4902,0
4904,0
4908,0
4911,0
4912,0
4915,0
4916,0
4917,0
4918,0
4920,0
4921,0
4924,0
4931,0
4933,0
4934,0
4940,0
4942,0
4943,0
4946,0
4948,0
4949,0
4950,0
4954,0
4958,0
4961,0
4962,0
4965,0
4968,0
4972,0
4973,0
4976,0
4978,0
4980,0
4986,0
4987,0
4989,0
4991,0
4995,0
4997,0
4998,0
4999,0
5006,0
5007,0
5008,0
5011,0
5012,0
5015,0
5016,0
5018,0
5020,0
5021,0
5023,0
5024,0
5026,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5039,0
5041,0
5043,0
5046,0
5049,0
5050,0
5051,0
5052,0
5053,0
5057,0
5061,0
5062,0
5063,0
5064,0
5067,0
5068,0
5071,0
5075,0
5078,0
5080,0
5082,0
5085,0
5089,0
5091,0
5093,0
5095,0
5097,0
5098,0
5100,0
5103,0
5105,0
5106,0
5107,0
5108,0
5117,0
5121,0
5126,0
5132,0
5133,0
5137,0
5138,0
5140,0
5157,0
5158,0
5163,0
5165,0
5167,0
5168,0
5174,0
5175,0
5178,0
5179,0
5181,0
5187,0
5189,0
5190,0
5193,0
5196,0
5198,0
5200,0
5201,0
5204,0
5206,0
5208,0
5212,0
5214,0
5217,0
5219,0
5220,0
5224,0
5228,0
5238,0
5239,0
5241,0
5242,0
5244,0
5247,0
5249,0
5250,0
5253,0
5254,0
5258,0
5270,0
5274,0
5277,0
5278,0
5282,0
5284,0
5287,0
5290,0
5291,0
5293,0
5299,0
5300,0
5303,0
5304,0
5307,0
5311,0
5314,0
5316,0
5318,0
5325,0
5326,0
5327,0
5329,0
5334,0
5340,0
5341,0
5344,0
5346,0
5347,0
5349,0
5353,0
5355,0
5356,0
5357,0
5359,0
5365,0
5366,0
5368,0
5369,0
5370,0
5371,0
5374,0
5378,0
5381,0
5384,0
5387,0
5388,0
5390,0
5391,0
5392,0
5393,0
5394,0
5397,0
5398,0
5404,0
5405,0
5407,0
5408,0
5409,0
5410,0
5415,0
5416,0
5417,0
5418,0
5420,0
5424,0
5427,0
5428,0
5430,0
5433,0
5436,0
5438,0
5440,0
5442,0
5445,0
5457,0
5458,0
5459,0
5460,0
5463,0
5465,0
5470,0
5475,0
5477,0
5478,0
5480,0
5481,0
5483,0
5491,0
5492,0
5493,0
5494,0
5495,0
5497,0
5498,0
5499,0
5501,0
5504,0
5510,0
5513,0
5517,0
5519,0
5522,0
5526,0
5534,0
5537,0
5539,0
5541,0
5544,0
5545,0
5546,0
5548,0
5550,0
5553,0
5555,0
5558,0
5562,0
5563,0
5564,0
5565,0
5566,0
5569,0
5572,0
5575,0
5578,0
5582,0
5584,0
5586,0
5588,0
5594,0
5596,0
5600,0
5602,0
5607,0
5608,0
5615,0
5617,0
5623,0
5624,0
5625,0
5627,0
5628,0
5632,0
5633,0
5636,0
5637,0
5640,0
5642,0
5643,0
5644,0
5645,0
5647,0
5650,0
5651,0
5656,0
5657,0
5659,0
5661,0
5664,0
5665,0
5666,0
5671,0
5674,0
5675,0
5677,0
5678,0
5683,0
5684,0
5690,0
5693,0
5694,0
5698,0
5701,0
5703,0
5704,0
5709,0
5717,0
5721,0
5725,0
5727,0
5739,0
5741,0
5742,0
5745,0
5746,0
5750,0
5753,0
5754,0
5757,0
5758,0
5763,0
5764,0
5767,0
5770,0
5772,0
5775,0
5776,0
5777,0
5779,0
5782,0
5784,0
5788,0
5789,0
5790,0
5793,0
5794,0
5797,0
5799,0
5800,0
5803,0
5804,0
5814,0
5816,0
5819,0
5822,0
5828,0
5832,0
5836,0
5839,0
5840,0
5842,0
5846,0
5848,0
5849,0
5850,0
5853,0
5856,0
5860,0
5862,0
5864,0
5866,0
5868,0
5870,0
5872,0
5875,0
5877,0
5878,0
5880,0
5881,0
5885,0
5886,0
5891,0
5895,0
5897,0
5911,0
5914,0
5915,0
5925,0
5928,0
5932,0
5936,0
5938,0
5939,0
5942,0
5946,0
5951,0
5956,0
5957,0
5959,0
5960,0
5962,0
5966,0
5969,0
5970,0
5972,0
5974,0
5976,0
5977,0
5983,0
5985,0
5986,0
5987,0
5992,0
5997,0
5998,0
5999,0
6000,0
6001,0
6003,0
6004,0
6006,0
6008,0
6010,0
6011,0
6013,0
6016,0
6020,0
6023,0
6024,0
6029,0
6033,0
6039,0
6040,0
6048,0
6049,0
6053,0
6054,0
6058,0
6061,0
6064,0
6065,0
6068,0
6071,0
6075,0
6079,0
6080,0
6081,0
6084,0
6085,0
6088,0
6089,0
6090,0
6091,0
6094,0
6097,0
6101,0
6102,0
6109,0
6116,0
6120,0
6121,0
6127,0
6129,0
6131,0
6137,0
6139,0
6140,0
6146,0
6147,0
6152,0
6153,0
6154,0
6155,0
6158,0
6161,0
6162,0
6163,0
6166,0
6170,0
6173,0
6176,0
6177,0
6180,0
6181,0
6184,0
6186,0
6187,0
6191,0
6197,0
6198,0
6200,0
6204,0
6205,0
6209,0
6210,0
6213,0
6216,0
6221,0
6223,0
6226,0
6229,0
6233,0
6234,0
6236,0
6241,0
6242,0
6245,0
6247,0
6250,0
6252,0
6253,0
6256,0
6257,0
6258,0
6264,0
6265,0
6269,0
6272,0
6274,0
6275,0
6278,0
6279,0
6281,0
6287,0
6288,0
6289,0
6290,0
6301,0
6303,0
6307,0
6310,0
6314,0
6316,0
6319,0
6321,0
6322,0
6323,0
6325,0
6328,0
6330,0
6331,0
6340,0
6341,0
6342,0
6343,0
6347,0
6350,0
6352,0
6353,0
6354,0
6358,0
6359,0
6360,0
6367,0
6369,0
6370,0
6371,0
6372,0
6373,0
6378,0
6384,0
6385,0
6387,0
6391,0
6397,0
6399,0
6400,0
6402,0
6403,0
6404,0
6408,0
6416,0
6417,0
6419,0
6420,0
6421,0
6428,0
6431,0
6432,0
6434,0
6435,0
6438,0
6443,0
6444,0
6446,0
6450,0
6452,0
6457,0
6458,0
6460,0
6462,0
6466,0
6467,0
6475,0
6479,0
6480,0
6484,0
6487,0
6493,0
6494,0
6495,0
6496,0
6501,0
6505,0
6506,0
6512,0
6515,0
6516,0
6517,0
6523,0
6525,0
6529,0
6530,0
6531,0
6532,0
6536,0
6538,0
6541,0
6546,0
6547,0
6548,0
6563,0
6565,0
6567,0
6573,0
6575,0
6577,0
6580,0
6582,0
6589,0
6592,0
6595,0
6597,0
6600,0
6608,0
6609,0
6610,0
6615,0
6617,0
6618,0
6619,0
6622,0
6623,0
6625,0
6626,0
6629,0
6630,0
6632,0
6634,0
6637,0
6639,0
6642,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6655,0
6657,0
6666,0
6668,0
6672,0
6676,0
6678,0
6679,0
6680,0
6682,0
6686,0
6687,0
6690,0
6691,0
6694,0
6695,0
6700,0
6704,0
6708,0
6709,0
6710,0
6718,0
6720,0
6723,0
6724,0
6729,0
6730,0
6733,0
6740,0
6741,0
6748,0
6754,0
6760,0
6770,0
6774,0
6780,0
6784,0
6785,0
6786,0
6790,0
6791,0
6797,0
6799,0
6801,0
6802,0
6803,0
6805,0
6810,0
6815,0
6818,0
6819,0
6823,0
6837,0
6840,0
6848,0
6849,0
6855,0
6857,0
6858,0
6859,0
6860,0
6862,0
6866,0
6868,0
6870,0
6877,0
6878,0
6884,0
6885,0
6889,0
6892,0
6894,0
6895,0
6899,0
6900,0
6903,0
6911,0
6916,0
6920,0
6922,0
6923,0
6925,0
6927,0
6928,0
6931,0
6932,0
6940,0
6943,0
6946,0
6948,0
6950,0
6954,0
6957,0
6958,0
6962,0
6964,0
6969,0
6971,0
6974,0
6976,0
6978,0
6987,0
6988,0
6989,0
6994,0
6995,0
6999,0
7002,0
7006,0
7008,0
7010,0
7014,0
7016,0
7020,0
7022,0
7026,0
7032,0
7033,0
7037,0
7039,0
7040,0
7041,0
7044,0
7046,0
7048,0
7053,0
7057,0
7058,0
7060,0
7062,0
7067,0
7068,0
7071,0
7072,0
7077,0
7082,0
7084,0
7086,0
7087,0
7089,0
7092,0
7095,0
7096,0
7097,0
7104,0
7105,0
7107,0
7110,0
7114,0
7120,0
7121,0
7126,0
7128,0
7129,0
7136,0
7137,0
7144,0
7153,0
7159,0
7167,0
7172,0
7174,0
7177,0
7178,0
7180,0
7182,0
7183,0
7191,0
7193,0
7194,0
7195,0
7196,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7213,0
7214,0
7220,0
7228,0
7235,0
7243,0
7252,0
7253,0
7261,0
7263,0
7265,0
7276,0
7281,0
7283,0
7285,0
7286,0
7289,0
7295,0
7296,0
7301,0
7304,0
7305,0
7307,0
7308,0
7310,0
7311,0
7315,0
7317,0
7324,0
7327,0
7333,0
7339,0
7347,0
7349,0
7355,0
7357,0
7358,0
7360,0
7361,0
7363,0
7365,0
7366,0
7367,0
7369,0
7373,0
7376,0
7379,0
7382,0
7383,0
7384,0
7391,0
7392,0
7396,0
7400,0
7402,0
7404,0
7408,0
7409,0
7410,0
7418,0
7421,0
7425,0
7426,0
7427,0
7428,0
7429,0
7432,0
7447,0
7454,0
7462,0
7463,0
7465,0
7468,0
7470,0
7473,0
7476,0
7483,0
7484,0
7488,0
7491,0
7494,0
7497,0
7498,0
7506,0
7507,0
7510,0
7511,0
7517,0
7520,0
7529,0
7531,0
7532,0
7534,0
7535,0
7537,0
7542,0
7545,0
7552,0
7554,0
7555,0
7557,0
7558,0
7567,0
7570,0
7573,0
7578,0
7579,0
7580,0
7583,0
7585,0
7586,0
7589,0
7592,0
7594,0
7596,0
7597,0
7600,0
7602,0
7603,0
7607,0
7612,0
7614,0
7615,0
7616,0
7617,0
7619,0
7622,0
7623,0
7626,0
7628,0
7629,0
7634,0
7635,0
7638,0
7640,0
7641,0
7646,0
7653,0
7656,0
7657,0
7661,0
7662,0
7664,0
7665,0
7666,0
7667,0
7671,0
7672,0
7674,0
7676,0
7677,0
7687,0
7690,0
7691,0
7692,0
7695,0
7696,0
7699,0
7701,0
7704,0
7708,0
7709,0
7711,0
7716,0
7717,0
7720,0
7721,0
7723,0
7727,0
7732,0
7736,0
7740,0
7741,0
7747,0
7748,0
7752,0
7755,0
7756,0
7757,0
7761,0
7763,0
7765,0
7770,0
7773,0
7775,0
7776,0
7781,0
7782,0
7784,0
7785,0
7791,0
7797,0
7798,0
7799,0
7800,0
7803,0
7809,0
7811,0
7813,0
7816,0
7817,0
7818,0
7819,0
7823,0
7824,0
7829,0
7830,0
7834,0
7837,0
7838,0
7847,0
7848,0
7850,0
7851,0
7852,0
7854,0
7862,0
7874,0
7878,0
7879,0
7880,0
7888,0
7889,0
7893,0
7895,0
7897,0
7898,0
7899,0
7902,0
7903,0
7904,0
7906,0
7907,0
7908,0
7910,0
7913,0
7915,0
7916,0
7917,0
7918,0
7920,0
7921,0
7924,0
7925,0
7926,0
7931,0
7932,0
7935,0
7936,0
7937,0
7939,0
7941,0
7946,0
7948,0
7950,0
7951,0
7953,0
7958,0
7959,0
7965,0
7970,0
7972,0
7978,0
7985,0
7988,0
7991,0
7993,0
7997,0
7998,0
8000,0
8003,0
8004,0
8005,0
8007,0
8008,0
8010,0
8011,0
8023,0
8025,0
8026,0
8027,0
8030,0
8031,0
8035,0
8041,0
8043,0
8044,0
8053,0
8056,0
8060,0
8066,0
8068,0
8070,0
8071,0
8072,0
8074,0
8078,0
8082,0
8085,0
8091,0
8092,0
8094,0
8095,0
8097,0
8099,0
8100,0
8107,0
8108,0
8109,0
8110,0
8112,0
8115,0
8116,0
8117,0
8118,0
8120,0
8124,0
8126,0
8136,0
8138,0
8143,0
8145,0
8153,0
8155,0
8163,0
8167,0
8172,0
8176,0
8177,0
8180,0
8188,0
8189,0
8191,0
8197,0
8202,0
8204,0
8205,0
8209,0
8210,0
8213,0
8214,0
8217,0
8219,0
8225,0
8228,0
8239,0
8241,0
